## soybean lines and characteristics from GRIN
TaxonId	3847
##
PI153229	France	
PI153230	Germany	
PI153233	Netherlands	
PI153234	Netherlands	
PI153235	France	
PI153236	Czech Republic	
PI153237	France	
PI153238	Belgium	
PI153239	Belgium	
PI153240	France	
PI153241	France	
PI153242	Belgium	
PI153243	Belgium	
PI153244	Germany	
PI153245	Germany	
PI153246	Belgium	
PI153247	Netherlands	
PI153250	Belgium	
PI153252	Hungary	
PI153253	Belgium	
PI153255	Belgium	
PI153259	Belgium	
PI153262	Belgium	
PI153263	Belgium	
PI153264	Belgium	
PI153265	France	
PI153266	Germany	
PI153267	United Kingdom	
PI153270	Belgium	
PI153271	Belgium	
PI153272		
PI153273	Germany	
PI153274	Belgium	
PI153275	Belgium	
PI153276	Germany	
PI153277	Belgium	
PI153278		
PI153279		
PI153280	France	
PI153281	Belgium	
PI153282	Belgium	
PI153283	Belgium	
PI153284		
PI153286		
PI153287		
PI153288	Belgium	
PI153289	Belgium	
PI153290	Denmank	
PI153291		
PI153292		
PI153293	Belgium	
PI153299	Germany	
PI153301	Belgium	
PI153303	Belgium	
PI153304	France	
PI153305	France	
PI153306	France	
PI153308	Belgium	
PI153309	France	
PI153310	France	
PI153311	France	
PI153313	France	
PI153314	France	
PI153315	France	
PI153316	France	
PI153317	France	
PI153318	France	
PI153319	France	
PI153320	France	
PI153321	France	
PI153681	El Salvador	
PI153682	El Salvador	
PI154189		
PI154190		
PI154191		
PI154192		
PI154193		
PI154194		
PI154195		
PI154196		
PI154197		
PI154198		
PI154199		
PI154200		
PI157394	Korea, South	
PI157395	Korea, South	
PI157396	Korea, South	
PI157397	Korea, South	
PI157398	Korea, South	
PI157401	Korea, South	
PI157402	Korea, South	
PI157404	Korea, South	
PI157405	Korea, South	
PI157406	Korea, South	
PI157408	Korea, South	
PI157409	Korea, South	
PI157410	Korea, South	
PI157413	Japan	
PI157414	Korea, South	
PI157416	Korea, South	
PI157417	Korea, South	
PI157419	Korea, South	
PI157421	Korea, South	
PI157422	Korea, South	
PI157424	Korea, South	
PI157428	Korea, South	
PI157429	Korea, South	
PI157430	Korea, South	
PI157431	Korea, South	
PI157432	Korea, South	
PI157434	Korea, South	
PI157435	Korea, South	
PI157436	Korea, South	
PI157437	Korea, South	
PI157438	Korea, South	
PI157439	Korea, South	
PI157440	Korea, South	
PI157441	Korea, South	
PI157442	Korea, South	
PI157443	Korea, South	
PI157444	Korea, South	
PI157445	Korea, South	
PI157446	Korea, South	
PI157447	Korea, South	
PI157448	Korea, South	
PI157449	Korea, South	
PI157450	Korea, South	
PI157451	Korea, South	
PI157452	Korea, South	
PI157453	Korea, South	
PI157454	Korea, South	
PI157456	Japan	
PI157457	Korea, South	
PI157458	Korea, South	
PI157459	Korea, South	
PI157460	Korea, South	
PI157462	Korea, South	
PI157468	Korea, South	
PI157469	Japan	
PI157470	Japan	
PI157471	Korea, South	
PI157472	Korea, South	
PI157473	Korea, South	
PI157474	Korea, South	
PI157475	Korea, South	
PI157476	Korea, South	
PI157477	Korea, South	
PI157478	Korea, South	
PI157482	Japan	
PI157483	Korea, South	
PI157484	Korea, South	
PI157485	Korea, South	
PI157487A	Korea, South	
PI157487B	Korea, South	
PI157488	Korea, South	
PI157490	Korea, South	
PI157491	Korea, South	
PI157492	Japan	
PI157493	Korea, South	
PI158751	Korea, South	
PI158765	China	
PI159093		
PI159094		
PI159095		
PI159096		
PI159097		
PI159319		
PI159321		
PI159322		
PI159764	Korea, South	
PI159922	Peru	
PI159923A	Peru	
PI159923B	Peru	
PI159924	Peru	
PI159925	Peru	
PI159926	Peru	
PI159927	Peru	
PI161431A		
PI161431B		
PI161988	Austria	
PI161989	Austria	
PI163308	India	Georeferenced Kullu, Himachal Pradesh, India
PI164885	Guatemala	
PI165524	India	
PI165563	India	
PI165578	India	
PI165583	India	
PI165671	China	
PI165672	China	
PI165673	China	
PI165674	China	
PI165675	China	
PI165676	China	
PI165896	India	Georeferenced Bageshwan
PI165914	India	
PI165926	India	
PI165929	India	
PI165943	India	Georeferenced Chausa, Bihan, India
PI165947	India	
PI165989	India	
PI166028	India	
PI166032	India	
PI166048	India	
PI166105	India	Garhwal district is now is a part of Uttarakhand province and divided into Chamoli, Pauni Garhwal, Tehri, and Rudraprayag, Uttarkashi districts.
PI166140	Nepal	
PI166141	Nepal	
PI166147	Nepal	
PI166438	India	
PI167240	Turkey	
PI167277	Turkey	
PI170380	Turkey	
PI170886	South Africa	
PI170887	South Africa	
PI170888	South Africa	
PI170889	South Africa	
PI170890	South Africa	
PI170891	South Africa	
PI170892	South Africa	
PI170893	South Africa	
PI170895	South Africa	
PI170896	South Africa	
PI170899	South Africa	
PI171421	China	Mukden is Marchu word for the city of Shenyang.
PI171427	China	
PI171428	China	
PI171429	China	
PI171430	China	
PI171431	China	
PI171432	China	
PI171433	China	
PI171434	China	
PI171436	China	
PI171437	China	
PI171438	China	
PI171439	China	
PI171440	China	
PI171441	China	
PI171442	China	
PI171443	China	
PI171444	China	
PI171445		
PI171446	United States	
PI171449	Japan	
PI171450	Japan	
PI171451	Japan	
PI171454	Japan	
PI171652	Turkey	
PI172901	Turkey	Via Agricultural agent, Hopa, Coruh
PI172902	Turkey	
PI173994	Korea, South	
PI173995	Korea, South	
PI174852	India	Kumaon, Uttarakhand georeferenced
PI174853	Nepal	
PI174854	Nepal	
PI174855	Nepal	
PI174856	India	Kumaon, georeferenced
PI174857	India	Kumaon, georeferenced
PI174858	India	Kumaon, georeferenced
PI174859	India	
PI174860	India	Tehri georeferenced.
PI174861	India	Tehri georeferenced.
PI174862	India	Tehri georeferenced.
PI174863	India	Tehri georeferenced.
PI174865	India	Tehri georeferenced.
PI174866	India	Tehri georeferenced.
PI174867	India	Panola georeferenced.
PI174868	India	Tehri georeferenced.
PI175174	India	
PI175175	India	
PI175176	India	
PI175177	Nepal	
PI175178	Nepal	
PI175179	India	
PI175180	India	Bhatgaon, Uttarakhand georeferenced
PI175181	India	
PI175182	India	
PI175183	India	
PI175184	India	
PI175185	India	
PI175186	India	
PI175187	India	Naugaon, Uttarakhand georeferenced
PI175188	India	
PI175189	India	
PI175190	India	
PI175191	India	
PI175192	India	
PI175193	India	
PI175194	India	
PI175195	India	
PI175196	India	georeferenced San, Uttarakhand
PI175197	India	
PI175198	India	
PI175199	India	
PI179822	Germany	
PI179823	China	
PI179825	China	
PI179826	China	
PI179935	India	Georeferenced Kullu, Himachal Pradesh, India
PI180051	India	
PI180445	India	
PI180499		
PI180501		
PI180502		
PI180507		
PI180508		
PI180509		
PI180516		
PI180517		
PI180519		
PI180521		
PI180524		
PI180525		
PI180529		
PI180530		
PI180532		
PI181531	Japan	
PI181532	Japan	
PI181533	Japan	
PI181534	Japan	
PI181535	Japan	
PI181536	Japan	
PI181537	Japan	
PI181538	Japan	
PI181539	Japan	
PI181540	Japan	
PI181541	Japan	
PI181542	Japan	
PI181543	Japan	
PI181544	Japan	
PI181545	Japan	
PI181546	Japan	
PI181547	Japan	
PI181548	Japan	
PI181549	Japan	
PI181550	Japan	
PI181551	Japan	
PI181552	Japan	
PI181553	Japan	
PI181554	Japan	
PI181555	Japan	
PI181556	Japan	
PI181557	Japan	
PI181558	Japan	
PI181559	Japan	
PI181560	Japan	
PI181561	Japan	
PI181562	Japan	
PI181564	Japan	
PI181565	Japan	
PI181566	Japan	
PI181567	Japan	
PI181568	Japan	
PI181569	Japan	
PI181570	Japan	
PI181571	Japan	
PI181696	Suriname	
PI181697	Suriname	
PI181698	Suriname	
PI181699	Suriname	
PI183485	Brazil	
PI183900	Malaysia	
PI183929	India	
PI183930	India	
PI184042	Bosnia and Herzegovina	
PI184043	Slovenia	Georeferenced Bozakovo, Slovenia
PI184044	Croatia	
PI184045	Slovenia	Georeferenced Bozakovo, Slovenia
PI184046	Croatia	
PI184047	Croatia	
PI187150	Japan	
PI187152	Japan	
PI187153	Japan	
PI187154	Japan	
PI187155	Japan	
PI187156	Japan	
PI189402	Guatemala	
PI189857	France	
PI189859	France	
PI189860	France	
PI189861	France	
PI189862	France	
PI189863	France	
PI189864	France	
PI189866	France	
PI189867	France	
PI189868	France	
PI189869	France	
PI189870	France	
PI189871	France	
PI189872	France	
PI189873	France	
PI189874	China	
PI189875	France	
PI189876	France	
PI189877	France	
PI189878	France	
PI189879	France	
PI189880	Germany	
PI189881	Hungary	
PI189882	Germany	
PI189883	Germany	
PI189885	France	
PI189886	France	
PI189888	France	
PI189890	France	
PI189891	France	
PI189892	France	
PI189893	France	
PI189894	Germany	
PI189896	Germany	
PI189897	France	
PI189898	France	
PI189899	France	
PI189900	France	
PI189901	France	
PI189903	France	
PI189904	France	
PI189906	France	
PI189907	France	
PI189911	France	
PI189913	Germany	
PI189915	France	
PI189916	China	
PI189917	Germany	
PI189918	France	
PI189919	France	
PI189920	France	
PI189921	France	
PI189922	France	
PI189923	France	
PI189924	France	
PI189925	France	
PI189926	France	
PI189926	United States	
PI189928	France	
PI189929	France	
PI189930	France	
PI189931	France	
PI189932	France	
PI189935	France	
PI189936	France	
PI189937	France	
PI189938	France	
PI189939	Germany	
PI189940	France	
PI189941	France	
PI189944	Russian Federation	
PI189945	France	
PI189946	France	
PI189947	France	
PI189950	France	
PI189951	France	
PI189952	Germany	
PI189955	France	
PI189956	France	
PI189958	France	
PI189960	France	
PI189961	France	
PI189962	France	
PI189963	France	
PI189964	France	
PI189965	France	
PI189966	France	
PI189967	France	
PI189968	France	
PI189969	France	
PI192867		
PI192868		
PI192869		
PI192870		
PI192871		
PI192872		
PI192873		
PI192874		
PI194624		
PI194625		
PI194626		
PI194627		
PI194630		
PI194631		
PI194632		
PI194633		
PI194634		
PI194635		
PI194636		
PI194638		
PI194639		
PI194640		
PI194641		
PI194643		
PI194644		
PI194645		
PI194646		
PI194647		
PI194648		
PI194653		
PI194654		
PI194655		
PI194656		
PI194773	India	
PI196148	Japan	
PI196149	Japan	
PI196150	Japan	
PI196151	Japan	
PI196152	Japan	
PI196153	Japan	
PI196154	Japan	
PI196155	Japan	
PI196156	Japan	
PI196157	Japan	
PI196158	Japan	
PI196159	Japan	
PI196160	Japan	
PI196161	Japan	
PI196162	Japan	
PI196163	Japan	
PI196164	Japan	
PI196165	Japan	
PI196166	Korea, South	
PI196167	Korea, South	
PI196168	Korea, South	
PI196170	Korea, South	
PI196171	Korea, South	
PI196172	Korea, South	
PI196175	Korea, South	
PI196177	Korea, South	
PI196325		
PI196485		
PI196486		
PI196491		
PI196501		
PI196502		
PI196504		
PI196525		
PI196526		
PI196527		
PI196528		
PI196529		
PI196530		
PI197182	Malaysia	
PI198067		
PI198078	India	
PI19986	Japan	
PI200445	Japan	
PI200446	Japan	
PI200447	Japan	
PI200448	Japan	
PI200449	Japan	
PI200450	Japan	
PI200451	Japan	
PI200452	Japan	
PI200453	Japan	
PI200454	Japan	
PI200455	Japan	
PI200456	Japan	
PI200457	Japan	
PI200458	Japan	
PI200459	Japan	
PI200460	China	
PI200461	Japan	
PI200462	Japan	
PI200463	Japan	
PI200464	Japan	
PI200465	Japan	
PI200466	Japan	
PI200468	Japan	
PI200469	Japan	
PI200470	Japan	
PI200471	Japan	
PI200472	China	
PI200473	Japan	
PI200474	Japan	
PI200475	Japan	
PI200476	Japan	
PI200477	Japan	
PI200478	Japan	
PI200479	Japan	
PI200480	Japan	
PI200482	Japan	
PI200483	Japan	
PI200484	Japan	
PI200485	Japan	
PI200486	Japan	
PI200487	Japan	
PI200488	Japan	
PI200490	Japan	
PI200491	Japan	
PI200492	Japan	
PI200493	Japan	
PI200494	Japan	
PI200495	Japan	
PI200496	Japan	
PI200498	China	
PI200499	Japan	
PI200500	Japan	
PI200501	Japan	
PI200502	Japan	
PI200503	Japan	
PI200504	Japan	
PI200505	Japan	
PI200506	Japan	
PI200507	Japan	
PI200508	Japan	
PI200509	Japan	
PI200510	Japan	
PI200515	Japan	
PI200516	Japan	
PI200517	Japan	
PI200518	Japan	
PI200519	Japan	
PI200520	Japan	
PI200521	Japan	
PI200522	Japan	
PI200523	Japan	
PI200524	Japan	
PI200525	Japan	
PI200526	Japan	
PI200527	Japan	
PI200528	Japan	
PI200529	Japan	
PI200530	Japan	
PI200531	Japan	
PI200532	Japan	
PI200533	Japan	
PI200534	Japan	
PI200535	Japan	
PI200536	Japan	
PI200538	Japan	
PI200539	Japan	
PI200541	Japan	
PI200542	Japan	
PI200543	Japan	
PI200544	Japan	
PI200545	Japan	
PI200546	Japan	
PI200547	Japan	
PI200548	Japan	
PI200549	Japan	
PI200550	Japan	
PI200551	Japan	
PI200552	Japan	
PI200553	Japan	
PI200592	China	
PI200593	China	
PI200594	China	
PI200595	China	
PI200596	China	
PI200832	Myanmar	
PI201421	Australia	
PI201421	China	
PI201422	Australia	
PI201422	China	
PI201423	Australia	
PI201428	Australia	
PI201431	Australia	
PI203398	Brazil	
PI203399	Japan	
PI203400	France	
PI203402	Japan	
PI203403	Japan	
PI203404	Japan	
PI203405	France	
PI203406	South Africa	
PI204331	Suriname	
PI204332	Suriname	
PI204333	Suriname	
PI204334	Suriname	
PI204335	Suriname	
PI204336	Suriname	
PI204337	Suriname	
PI204338	Suriname	
PI204339	Suriname	
PI204340	Suriname	
PI204652	Germany	
PI204653	Germany	
PI205083	Japan	
PI205085	Japan	
PI205086	Japan	
PI205087	Japan	
PI205088	Japan	
PI205089	Japan	
PI205090	Japan	
PI205092	Japan	
PI205384	Pakistan	
PI205899	Thailand	
PI205901A	Thailand	
PI205901B	Thailand	
PI205902	Thailand	
PI205903	Thailand	
PI205906	Thailand	
PI205907	Thailand	
PI205908	Thailand	
PI205909	Thailand	
PI205910	Thailand	
PI205911	Thailand	
PI205912	Thailand	
PI205913	Thailand	
PI205914	Thailand	
PI205915	Thailand	
PI206258	Philippines	
PI208203	Colombia	
PI208204	Colombia	
PI208429	Nepal	
PI208430	Nepal	georeferenced Mayang Distnict, Gandaki Zone, which contains the Maysyanghi Khola valley E of Annapunna
PI208431	Nepal	
PI208432	Nepal	
PI208433	Nepal	
PI208434	Nepal	
PI208435	Nepal	
PI208437	Nepal	
PI208438	Nepal	
PI208439	Nepal	Planted in September, Harvested in November
PI208782	Japan	
PI208783	Japan	
PI208784	Japan	
PI208785	Japan	
PI208788	Japan	
PI208789	Japan	
PI209331		
PI209332		
PI209333		
PI209334		
PI209335		
PI209340		
PI209577		
PI209578		
PI209832	Nepal	
PI209833	Nepal	
PI209834	Nepal	
PI209836	Nepal	
PI209837	Nepal	
PI209839A	Nepal	Planted in September, Harvested in November
PI209839B	Nepal	Planted in September, Harvested in November
PI209908	South Africa	
PI210178	Taiwan	
PI210179	Taiwan	
PI210348	Mozambique	
PI210349	Mozambique	
PI210350	Mozambique	
PI210351A	Mozambique	
PI210351B	Mozambique	
PI210352	Mozambique	
PI210353	South Africa	
PI212604	Afghanistan	
PI212605	Afghanistan	
PI212606	Afghanistan	Jalalabad georeferenced
PI212716	Afghanistan	
PI215688	Israel	
PI215690	Israel	
PI215691	Israel	
PI215692	Israel	
PI215693	India	local variety
PI215755	Peru	
PI215811	Afghanistan	
PI219652	Indonesia	
PI219653	Indonesia	
PI219654	Indonesia	
PI219655	Indonesia	
PI219656	Indonesia	
PI219698	Pakistan	
PI219732	Pakistan	
PI219780		
PI219782		
PI219783		
PI219784		
PI219785		
PI219787		
PI219789		
PI221713		
PI221714		
PI221715		
PI221716		
PI221717		
PI221972	Japan	
PI221973	Japan	
PI222397	Pakistan	
PI222546	Argentina	
PI222547	Argentina	
PI222548	Argentina	
PI222549	Argentina	
PI222550	Argentina	
PI224268	Japan	
PI224269	Japan	
PI224270	Japan	
PI224271	Japan	
PI224272	Japan	One of the leading varieties in the district
PI224273	Japan	
PI224275	Japan	One of the leading varieties in the district
PI226588	Japan	
PI226589	Japan	
PI226590	Japan	
PI226591	Japan	One of the leading varieties in the Kanto district
PI227158	Korea, South	
PI227159	Korea, South	
PI227160	Korea, South	
PI227212	Japan	
PI227213	Japan	
PI227214	Japan	
PI227218	Japan	
PI227219	Japan	
PI227221	Japan	
PI227222	Japan	
PI227224	Japan	
PI227320	Japan	
PI227321	Japan	
PI227322	Japan	
PI227323	Japan	
PI227324	Japan	
PI227325	Japan	
PI227326	Japan	
PI227327	Japan	
PI227328	Japan	
PI227329	Japan	
PI227330	Japan	
PI227331	Japan	
PI227333	Japan	
PI227334	Japan	
PI227555	Japan	One of the leading varieties in the district
PI227557	Japan	One of the leading varieties in the district
PI227558	Japan	
PI227560	Japan	
PI227563	Japan	
PI227565	Japan	
PI227566	Japan	
PI227567	Japan	
PI227684	Japan	
PI227685	Japan	
PI227686	Japan	
PI227687	Japan	
PI228056	Japan	
PI228064	Japan	
PI228065	Japan	
PI229312	Japan	One of the leading varieties in the district
PI229313	Japan	One of the leading varieties in the district
PI229314	Japan	One of the leading varieties in the district
PI229315	Japan	One of the leading varieties in the district
PI229316	Japan	One of the leading varieties in the district
PI229317	Japan	One of the leading varieties in the district
PI229319	Japan	One of the leading varieties in the district
PI229320	Japan	One of the leading varieties in the district
PI229321	Japan	One of the leading varieties in the district
PI229322	Japan	One of the leading varieties in the district
PI229324	Japan	One of the leading varieties in the district
PI229325	Japan	One of the leading varieties in the district
PI229326	Japan	One of the leading varieties in the district
PI229327	Japan	One of the leading varieties in the district
PI212716		
PI229328	Japan	One of the leading varieties in the district
PI229330	Japan	One of the leading varieties in the district
PI229331	Japan	One of the leading varieties in the district
PI229333	Japan	One of the leading varieties in the district
PI229334	Japan	One of the leading varieties in the district
PI229335	Japan	One of the leading varieties in the district
PI229336	Japan	One of the leading varieties in the district
PI229337	Japan	One of the leading varieties in the district
PI229339	Japan	One of the leading varieties in the district
PI229340	Japan	One of the leading varieties in the district
PI229341	Japan	One of the leading varieties in the district
PI229342	Japan	One of the leading varieties in the district
PI229343	Japan	One of the leading varieties in the district
PI229344	Japan	One of the leading varieties in the district
PI229345	Japan	One of the leading varieties in the district
PI229346	Japan	One of the leading varieties in the district
PI229347	Japan	One of the leading varieties in the district
PI229349	Japan	One of the leading varieties in the district
PI229350	Japan	One of the leading varieties in the district
PI229351	Japan	One of the leading varieties in the district
PI229352	Japan	One of the leading varieties in the district
PI229353	Japan	One of the leading varieties in the district
PI229354	Japan	One of the leading varieties in the district
PI229356	Japan	One of the leading varieties in the district
PI229357	Japan	One of the leading varieties in the district
PI229358	Japan	One of the leading varieties in the district
PI229359	Japan	One of the leading varieties in the district
PI229360	Japan	One of the leading varieties in the district
PI229361	Japan	One of the leading varieties in the district
PI229362	Japan	One of the leading varieties in the district
PI229738	Algeria	
PI230970	Japan	
PI230971	Japan	
PI230972	Japan	
PI230973	Japan	
PI230974	Japan	
PI230975	Japan	
PI230976	Japan	
PI230977	Japan	
PI230978	Japan	
PI230979	Japan	
PI230980	Japan	
PI230981	Japan	
PI231172		
PI232899	Hungary	
PI232900	Hungary	
PI232901	Hungary	
PI232902	Hungary	
PI232987	China	
PI232988	China	
PI232989	China	
PI232990	China	
PI232991	China	
PI232992		
PI232993		
PI232994		
PI232995		
PI232996		
PI232997		
PI232998		
PI232999		
PI235335	Uruguay	
PI235339	Uruguay	
PI235340	Uruguay	
PI235344	Uruguay	
PI235346	Uruguay	
PI235347	Japan	
PI238108	Japan	
PI238109	Japan	
PI238920	Czech Republic	
PI238921	Germany	
PI238922	Germany	
PI238923	Germany	
PI238924	Germany	
PI238925	Czech Republic	
PI238926	Japan	
PI238928	Japan	
PI238929	Japan	
PI238930	Japan	
PI238931	Japan	
PI238932	Japan	
PI238933	Japan	
PI239235	Thailand	
PI239236	Thailand	
PI239237	Thailand	
PI239484	India	
PI240079	Japan	
PI240662A	Philippines	
PI240662B	Philippines	
PI240663	Philippines	
PI240664	Philippines	
PI240665	Philippines	
PI240666	Philippines	
PI240667A	Philippines	
PI240667B	Philippines	
PI240669	Philippines	
PI240670	Philippines	
PI240671	Philippines	
PI240672	Philippines	
PI240826A	Indonesia	
PI240826B	Indonesia	
PI241424	Japan	
PI243514	Japan	
PI243515	Japan	
PI243516	Japan	
PI243517	Japan	
PI243518	Japan	
PI243519	Japan	
PI243520	Japan	
PI243521	Japan	
PI243522	Japan	
PI243523	Japan	
PI243524	Japan	
PI243525	Japan	
PI243526	Japan	
PI243527	Japan	
PI243528	Japan	
PI243529	Japan	
PI243530	Japan	
PI243531	Japan	
PI243532	Japan	
PI243533	Japan	
PI243535	Japan	
PI243536	Japan	
PI243537	Japan	
PI243538	Japan	
PI243540	Japan	
PI243541	Japan	
PI243543	Japan	
PI243544	Japan	
PI243545	Japan	
PI243546	Japan	
PI243547	Japan	
PI243548	Japan	
PI243549	Japan	
PI243550	Japan	
PI243551	Japan	
PI245007	Uganda	
PI245008	Uganda	
PI246365	Japan	
PI246366	Japan	
PI246367	Japan	
PI246368	Japan	
PI246369	Japan	
PI247678	Zaire	
PI247679	Zaire	
PI248395	Serbia	
PI248396	Serbia	
PI248397	Serbia	
PI248398	United States	
PI248399	Serbia	
PI248400	Serbia	
PI248401	Serbia	
PI248402	United States	
PI248403	Serbia	
PI248404	Serbia	
PI248405	Serbia	
PI248406	Serbia	
PI248407	Serbia	
PI248408	Serbia	
PI248409	Serbia	
PI248410	Serbia	
PI248509A	China	(pnobable location)
PI248509B	China	(pnobable location)
PI248510	Japan	
PI248511	Japan	
PI248512	Japan	
PI248513	Japan	
PI248514	Japan	
PI248515	Japan	
PI250002	Poland	
PI250844	Iran	
PI251585	Bulgaria	
PI251586	Bosnia and Herzegovina	
PI253650A	China	
PI253650B	China	
PI253651A	China	
PI253651B	China	
PI253651C	China	
PI253651D	China	
PI253652A	China	
PI253652B	China	
PI253652C	China	
PI253652D	China	
PI253653A	China	
PI253653B	China	
PI253653C	China	
PI253653D	China	
PI253654	China	
PI253655	China	
PI253656A	China	
PI253656B	China	
PI253657	China	
PI253658A	China	
PI253658B	China	
PI253658C	China	
PI253659	China	
PI253660A	China	
PI253660B	China	
PI253661A	China	
PI253661B	China	
PI253661C	China	
PI253662	China	
PI253663	China	
PI253664	China	
PI253665A	China	
PI253665B	China	
PI253665C	China	
PI253665D	China	
PI253666A	China	
PI253666B	China	
PI255734	India	Kullu georeferenced
PI256376	India	
PI257428		
PI257429		
PI257430		
PI257431		
PI257432		
PI257433		
PI257434		
PI257435		
PI257436		
PI257437		
PI257438		
PI257439		
PI258383	Poland	
PI258384	Poland	
PI258385	Poland	
PI258386	Poland	
PI258387	Poland	
PI259538	Indonesia	
PI259539	Indonesia	
PI259540	Nigeria	
PI259542	Angola	
PI259543	Indonesia	
PI261271	Thailand	grown in hot lowlands in Northenn Thailand at 150 to 300 m elevation
PI261272A	Thailand	grown at 460 to 1520 m in Northenn Thailand and Laos
PI261272B	Thailand	grown at 460 to 1520 m in Northenn Thailand and Laos
PI261272C	Thailand	grown at 460 to 1520 m in Northenn Thailand and Laos
PI261272D	Thailand	grown at 460 to 1520 m in Northenn Thailand and Laos
PI261466	Japan	
PI261467	Japan	
PI261468	Japan	
PI261469	Japan	
PI261472	Japan	
PI261473	Japan	
PI261474	China	
PI261475	China	
PI262180	Japan	
PI262181	Japan	
PI263044	Guatemala	
PI264555		
PI265491	Peru	
PI265497	Colombia	
PI265498	Zaire	
PI266085A	China	
PI266085B	China	
PI266085C	China	
PI266806A	China	Shipping pont (Chinwangtao georeferenced)
PI266806B	China	Shipping pont (Chinwangtao georeferenced)
PI266806C	China	Shipping pont (Chinwangtao georeferenced)
PI266806D	China	Shipping pont (Chinwangtao georeferenced)
PI266807A	China	Shipping pont
PI266807B	China	Shipping pont
PI266807C	China	Shipping pont
PI266807D	China	Shipping pont
PI269518A	Pakistan	
PI269518B	Pakistan	
PI269518C	Pakistan	
PI273483A	Korea, South	
PI273483B	Korea, South	
PI273483C	Korea, South	
PI273483D	Korea, South	
PI273483E	Korea, South	
PI273483F	Korea, South	
PI273484	Korea, South	
PI274205	Korea, South	
PI274206	Korea, South	
PI274207	Korea, South	
PI274208	Korea, South	
PI274209	Korea, South	
PI274210	Korea, South	
PI274211	Korea, South	
PI274212	Korea, South	
PI274420	Japan	
PI274421	Japan	
PI274422	Japan	
PI274423	Japan	
PI274453	Japan	
PI274454	Japan	
PI274455	Japan	
PI274456	Japan	
PI274506	China	have been grown in Taiwan for many years
PI274507	China	have been grown in Taiwan for many years
PI274508	China	have been grown in Taiwan for many years
PI279081		
PI279648		
PI281850		
PI281883A	Indonesia	
PI281883B	Indonesia	
PI281883C	Indonesia	
PI281885	Indonesia	
PI281887A	Indonesia	
PI281887B	Indonesia	
PI281888	Indonesia	
PI281889	Indonesia	
PI281890A	Indonesia	
PI281890B	Indonesia	
PI281890C	Indonesia	
PI281890D	Indonesia	
PI281891A	Indonesia	
PI281891B	Indonesia	
PI281891C	Indonesia	
PI281891D	Indonesia	
PI281892A	Indonesia	
PI281892B	Indonesia	
PI281893	Indonesia	
PI281894	Indonesia	
PI281895A	Indonesia	
PI281895B	Indonesia	
PI281896A	Indonesia	
PI281896B	Indonesia	
PI281896C	Indonesia	
PI281896D	Indonesia	
PI281896E	Indonesia	
PI281896F	Indonesia	
PI281896G	Indonesia	
PI281896H	Indonesia	
PI281897A	Indonesia	
PI281897B	Indonesia	
PI281897C	Indonesia	
PI281898A	Malaysia	
PI281898B	Malaysia	
PI281899A	Malaysia	
PI281899B	Malaysia	
PI281899C	Malaysia	
PI281900	Malaysia	
PI281901A	Malaysia	
PI281901B	Malaysia	
PI281902	Malaysia	
PI281904	Malaysia	
PI281905	Malaysia	
PI281906A	Malaysia	
PI281906B	Malaysia	
PI281906C	Malaysia	
PI281907	Malaysia	
PI281908	Malaysia	
PI281909	Malaysia	
PI281910	Malaysia	
PI281911A	Philippines	
PI281911B	Philippines	
PI281911C	Philippines	
PI281912	Thailand	
