843	Seed palmitic 1-g2		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	33715	Satt168			0.158	scaffold_28	A2	40335	40560
844	Seed palmitic 1-g3		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	17493	Satt294			0.227	Gm04	C1	43305171	43305451
845	Seed palmitic 1-g4		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	12846	Satt129			0.087	Gm01	D1a	55166202	55166350
846	Seed palmitic 1-g5		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	3079	Satt386			0.044	Gm17	D2	40470356	40470549
847	Seed palmitic 1-g6		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	35780	Satt045			0.33	Gm15	E	24834013	24834152
848	Seed palmitic 1-g7		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	32387	Satt334			0.303	Gm13	F	29609521	29609720
849	Seed palmitic 1-g8		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	31811	Satt586			0.102	Gm13	F	10248427	10248637
850	Seed palmitic 1-g9		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	40219	Satt303			0.109	Gm18	G	21906039	21906282
851	Seed palmitic 1-g10		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	39698	Satt324			0.252	Gm18	G	5927346	5927581
852	Seed palmitic 1-g11		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	43729	Satt270			0.054	Gm20	I	35362576	35362794
853	Seed palmitic 1-g12		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	43038	Satt562			0.084	Gm20	I	1882497	1882695
854	Seed palmitic 1-g13		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	43001	Satt571			0.095	Gm20	I	1287393	1287548
855	Seed palmitic 1-g14		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	45509	Sat_144			0.005	Gm16	J	37330986	37331159
856	Seed palmitic 1-g15		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	3545	Sat_224			0.088	Gm07	M	8233953	8234168
857	Seed palmitic 1-g16		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	2777	Satt001			0.411	Gm09	K	31170289	31170405
858	Seed palmitic 1-g17		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	26373	Satt196			0.329	Gm09	K	46515608	46515796
859	Seed palmitic 1-g18		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	41456	Satt182			0.214	Gm19	L	2059590	2059807
860	Seed palmitic 1-g19		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	42751	Satt229			0.235	Gm19	L	47167396	47167618
861	Seed palmitic 1-g20		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	42484	Satt448			0.253	Gm19	L	42119600	42119863
862	Seed palmitic 1-g21		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	21521	Satt540			0.153	Gm07	M	5010696	5010849
863	Seed palmitic 1-g22		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	3218	Satt530			0.499	Gm03	N	5669644	5669877
864	Seed palmitic 1-g23		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	27141	Satt345			0.421	Gm10	O	12355353	12355600
865	Seed palmitic 1-g24		Seed palmitic 1	Seed palmitic	SOY:0001673	QTL_oil	seed_composition_and_yield	26663	Satt487			0.202	Gm10	O	1395587	1395790
866	Seed oleic 1-g1		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	29691	Satt665			0.193	Gm11	B1	31753982	31754238
867	Seed oleic 1-g2		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	2804	Satt070			0.114	Gm14	B2	17406101	17406274
868	Seed oleic 1-g3		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	33715	Satt168			0.192	scaffold_28	B2	40335	40560
869	Seed oleic 1-g4		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	34568	Satt534			0.174	Gm14	B2	45041539	45041723
870	Seed oleic 1-g5		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	17493	Satt294			0.546	Gm04	C1	43305171	43305451
871	Seed oleic 1-g6		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	12846	Satt129			0.325	Gm01	D1a	55166202	55166350
872	Seed oleic 1-g7		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	2915	Satt216			0.252	Gm02	D1b	4104651	4104841
873	Seed oleic 1-g8		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	14576	Satt274			0.159	Gm02	D1b	45267040	45267222
874	Seed oleic 1-g9		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	13961	Satt600			0.159	Gm02	D1b	29355267	29355465
875	Seed oleic 1-g10		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	38219	Satt002			0.469	Gm17	D2	8817810	8817935
876	Seed oleic 1-g11		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	3079	Satt386			0.165	Gm17	D2	40470356	40470549
877	Seed oleic 1-g12		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	38516	Satt389			0.08	Gm17	D2	13771477	13771699
878	Seed oleic 1-g13		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	35823	Satt263			0.081	Gm15	E	28489658	28489879
879	Seed oleic 1-g14		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	32560	Satt335			0.379	Gm13	F	32721481	32721640
880	Seed oleic 1-g15		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	31811	Satt586			0.11	Gm13	F	10248427	10248637
881	Seed oleic 1-g16		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	32658	Sct_188			0.075	Gm13	F	34767428	34767721
882	Seed oleic 1-g17		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	39438	Satt038			0.114	Gm18	G	1344090	1344260
883	Seed oleic 1-g18		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	40219	Satt303			0.155	Gm18	G	21906039	21906282
884	Seed oleic 1-g19		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	43729	Satt270			0.037	Gm20	I	35362576	35362794
885	Seed oleic 1-g20		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	44046	Satt292			0.016	Gm20	I	40623814	40624043
886	Seed oleic 1-g21		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	43038	Satt562			0.043	Gm20	I	1882497	1882695
887	Seed oleic 1-g22		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	43001	Satt571			0.115	Gm20	I	1287393	1287548
888	Seed oleic 1-g23		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	45509	Sat_144			0.009	Gm16	J	37330986	37331159
889	Seed oleic 1-g24		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	3545	Sat_224			0.075	Gm07	M	8233953	8234168
890	Seed oleic 1-g25		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	3285	Satt596			0.154	Gm16	J	14155157	14155412
891	Seed oleic 1-g26		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	2777	Satt001			0.37	Gm09	K	31170289	31170405
892	Seed oleic 1-g27		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	26373	Satt196			0.266	Gm09	K	46515608	46515796
893	Seed oleic 1-g28		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	41456	Satt182			0.239	Gm19	L	2059590	2059807
894	Seed oleic 1-g29		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	42484	Satt448			0.165	Gm19	L	42119600	42119863
895	Seed oleic 1-g30		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	21521	Satt540			0.236	Gm07	M	5010696	5010849
896	Seed oleic 1-g31		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	2811	Satt080			0.137	Gm03	N	33418861	33419014
897	Seed oleic 1-g32		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	15854	Satt387			0.119	Gm03	N	34554705	34554909
898	Seed oleic 1-g33		Seed oleic 1	Seed oleic	SOY:0001671	QTL_oil	seed_composition_and_yield	26663	Satt487			0.391	Gm10	O	1395587	1395790
899	Seed linoleic 1-g1		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	29691	Satt665			0.124	Gm11	B1	31753982	31754238
900	Seed linoleic 1-g2		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	2804	Satt070			0.149	Gm14	B2	17406101	17406274
901	Seed linoleic 1-g3		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	34568	Satt534			0.178	Gm14	B2	45041539	45041723
902	Seed linoleic 1-g4		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	17493	Satt294			0.545	Gm04	C1	43305171	43305451
903	Seed linoleic 1-g5		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	12846	Satt129			0.545	Gm01	D1a	55166202	55166350
904	Seed linoleic 1-g6		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	2915	Satt216			0.275	Gm02	D1b	4104651	4104841
905	Seed linoleic 1-g7		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	13961	Satt600			0.317	Gm02	D1b	29355267	29355465
906	Seed linoleic 1-g8		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	38219	Satt002			0.487	Gm17	D2	8817810	8817935
907	Seed linoleic 1-g9		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	3079	Satt386			0.206	Gm17	D2	40470356	40470549
908	Seed linoleic 1-g10		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	35823	Satt263			0.073	Gm15	E	28489658	28489879
909	Seed linoleic 1-g11		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	32560	Satt335			0.397	Gm13	F	32721481	32721640
910	Seed linoleic 1-g12		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	31811	Satt586			0.131	Gm13	F	10248427	10248637
911	Seed linoleic 1-g13		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	32658	Sct_188			0.085	Gm13	F	34767428	34767721
912	Seed linoleic 1-g14		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	39438	Satt038			0.133	Gm18	G	1344090	1344260
913	Seed linoleic 1-g15		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	40219	Satt303			0.14	Gm18	G	21906039	21906282
914	Seed linoleic 1-g16		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	43729	Satt270			0.067	Gm20	I	35362576	35362794
915	Seed linoleic 1-g17		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	44046	Satt292			0.019	Gm20	I	40623814	40624043
916	Seed linoleic 1-g18		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	43001	Satt571			0.108	Gm20	I	1287393	1287548
917	Seed linoleic 1-g19		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	45509	Sat_144			0.008	Gm16	J	37330986	37331159
918	Seed linoleic 1-g20		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	3545	Sat_224			0.074	Gm07	M	8233953	8234168
919	Seed linoleic 1-g21		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	3285	Satt596			0.229	Gm16	J	14155157	14155412
920	Seed linoleic 1-g22		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	26373	Satt196			0.256	Gm09	K	46515608	46515796
921	Seed linoleic 1-g23		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	42484	Satt448			0.174	Gm19	L	42119600	42119863
922	Seed linoleic 1-g24		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	2811	Satt080			0.16	Gm03	N	33418861	33419014
923	Seed linoleic 1-g25		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	15854	Satt387			0.054	Gm03	N	34554705	34554909
924	Seed linoleic 1-g26		Seed linoleic 1	Seed linoleic	SOY:0001391	QTL_oil	seed_composition_and_yield	26663	Satt487			0.322	Gm10	O	1395587	1395790
925	Seed linolenic 1-g1		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	29691	Satt665			0.189	Gm11	B1	31753982	31754238
926	Seed linolenic 1-g2		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	33715	Satt168			0.181	scaffold_28	B1	40335	40560
927	Seed linolenic 1-g3		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	17493	Satt294			0.295	Gm04	C1	43305171	43305451
928	Seed linolenic 1-g4		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	16868	Satt578			0.217	Gm04	C1	7891669	7891823
929	Seed linolenic 1-g5		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	38219	Satt002			0.352	Gm17	D2	8817810	8817935
930	Seed linolenic 1-g6		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	3079	Satt386			0.138	Gm17	D2	40470356	40470549
931	Seed linolenic 1-g7		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	31811	Satt586			0.219	Gm13	F	10248427	10248637
932	Seed linolenic 1-g8		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	43729	Satt270			0.052	Gm20	I	35362576	35362794
933	Seed linolenic 1-g9		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	43001	Satt571			0.015	Gm20	I	1287393	1287548
934	Seed linolenic 1-g10		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	45509	Sat_144			0.009	Gm16	J	37330986	37331159
935	Seed linolenic 1-g11		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	3545	Sat_224			0.154	Gm07	M	8233953	8234168
936	Seed linolenic 1-g12		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	3285	Satt596			0.244	Gm16	J	14155157	14155412
937	Seed linolenic 1-g13		Seed linolenic 1	Seed linolenic	SOY:0001392	QTL_oil	seed_composition_and_yield	26663	Satt487			0.195	Gm10	O	1395587	1395790
