6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g007540
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.2g104960
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g071710
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g077900
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.1g026310
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.5g070710
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.3g096070
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.5g027480
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.1g063120
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.3g088870
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.5g027500
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g005750
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.8g076290
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.2g105570
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.1g026430
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.1g026470
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.8g075610
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.5g007640
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g094898
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.3g096050
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.1g063110
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g094925
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.5g070700
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.1g107425
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g094812
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.8g091690
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g085590
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.2g064495
6834349	lysine degradation I	Cajanus cajan	C.cajan_20137
6834349	lysine degradation I	Cajanus cajan	C.cajan_40979
6882545	pantothenate biosynthesis II	Medicago truncatula	Medtr.4g037305
6882545	pantothenate biosynthesis II	Medicago truncatula	Medtr.4g037245
6882545	pantothenate biosynthesis II	Medicago truncatula	Medtr.4g037315
6882545	pantothenate biosynthesis II	Medicago truncatula	Medtr.7g058920
6882545	pantothenate biosynthesis II	Medicago truncatula	Medtr.5g014960
6882545	pantothenate biosynthesis II	Medicago truncatula	Medtr.4g092580
6882545	pantothenate biosynthesis II	Medicago truncatula	Medtr.8g028555
6882545	pantothenate biosynthesis II	Medicago truncatula	Medtr.3g103580
6882545	pantothenate biosynthesis II	Medicago truncatula	Medtr.4g092590
6839409	trans,trans-farnesyl diphosphate biosynthesis	Cicer arietinum	XP_004504590.1
6839409	trans,trans-farnesyl diphosphate biosynthesis	Cicer arietinum	XP_004504588.1
6839409	trans,trans-farnesyl diphosphate biosynthesis	Cicer arietinum	XP_004512007.1
6839409	trans,trans-farnesyl diphosphate biosynthesis	Cicer arietinum	XP_004486372.1
6839409	trans,trans-farnesyl diphosphate biosynthesis	Cicer arietinum	XP_004509097.1
6839409	trans,trans-farnesyl diphosphate biosynthesis	Cicer arietinum	XP_004509239.1
6839409	trans,trans-farnesyl diphosphate biosynthesis	Cicer arietinum	XP_004504589.1
6839409	trans,trans-farnesyl diphosphate biosynthesis	Cicer arietinum	XP_004511880.1
6860339	GDP-D-rhamnose biosynthesis	Phaseolus vulgaris	Phvul.009G064000
6860339	GDP-D-rhamnose biosynthesis	Phaseolus vulgaris	Phvul.005G142500
6860339	GDP-D-rhamnose biosynthesis	Phaseolus vulgaris	Phvul.002G110300
6860339	GDP-D-rhamnose biosynthesis	Phaseolus vulgaris	Phvul.003G152300
6860339	GDP-D-rhamnose biosynthesis	Phaseolus vulgaris	Phvul.002G251100
6860339	GDP-D-rhamnose biosynthesis	Phaseolus vulgaris	Phvul.011G065800
6860339	GDP-D-rhamnose biosynthesis	Phaseolus vulgaris	Phvul.006G122600
6860339	GDP-D-rhamnose biosynthesis	Phaseolus vulgaris	Phvul.003G214400
6860339	GDP-D-rhamnose biosynthesis	Phaseolus vulgaris	Phvul.001G267000
6860339	GDP-D-rhamnose biosynthesis	Phaseolus vulgaris	Phvul.010G082300
6860339	GDP-D-rhamnose biosynthesis	Phaseolus vulgaris	Phvul.011G065700
6834298	biotin biosynthesis II	Cajanus cajan	C.cajan_03629
6834298	biotin biosynthesis II	Cajanus cajan	C.cajan_21034
6834298	biotin biosynthesis II	Cajanus cajan	C.cajan_29773
6834298	biotin biosynthesis II	Cajanus cajan	C.cajan_34085
6834298	biotin biosynthesis II	Cajanus cajan	C.cajan_07025
6834298	biotin biosynthesis II	Cajanus cajan	C.cajan_21055
6834298	biotin biosynthesis II	Cajanus cajan	C.cajan_16193
6834298	biotin biosynthesis II	Cajanus cajan	C.cajan_34415
6834298	biotin biosynthesis II	Cajanus cajan	C.cajan_37664
6834298	biotin biosynthesis II	Cajanus cajan	C.cajan_29633
6839404	oleoresin monoterpene volatiles biosynthesis	Cicer arietinum	XP_004508932.1
6839404	oleoresin monoterpene volatiles biosynthesis	Cicer arietinum	XP_004508933.1
6839404	oleoresin monoterpene volatiles biosynthesis	Cicer arietinum	XP_004508934.1
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.1g040560
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.1g102010
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.4g084270
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.5g076830
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.8g104540
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.7g108930
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.4g115620
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.1g094980
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.6g478000
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.1g088170
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.1g054980
6882591	sucrose biosynthesis	Medicago truncatula	Medtr.3g064610
6855753	cholesterol biosynthesis I	Arachis ipaensis	Araip.Q799J
6855753	cholesterol biosynthesis I	Arachis ipaensis	Araip.23LJ8
6855753	cholesterol biosynthesis I	Arachis ipaensis	Araip.GT0MC
6855753	cholesterol biosynthesis I	Arachis ipaensis	Araip.MPH2C
6855753	cholesterol biosynthesis I	Arachis ipaensis	Araip.QBI8Q
6889133	Strigolactone Biosynthesis	Glycine max	Glyma.14G11040
6889133	Strigolactone Biosynthesis	Glycine max	Glyma.11G16370
6889133	Strigolactone Biosynthesis	Glycine max	Glyma.04G05510
6889133	Strigolactone Biosynthesis	Glycine max	Glyma.04G08910
6889133	Strigolactone Biosynthesis	Glycine max	Glyma.06G05520
6889133	Strigolactone Biosynthesis	Glycine max	Glyma.01G14266
6889133	Strigolactone Biosynthesis	Glycine max	Glyma.17G34530
6889133	Strigolactone Biosynthesis	Glycine max	Glyma.06G09000
6839450	cysteine biosynthesis I	Cicer arietinum	XP_004506688.1
6839450	cysteine biosynthesis I	Cicer arietinum	XP_004511362.1
6839450	cysteine biosynthesis I	Cicer arietinum	XP_004512247.1
6839450	cysteine biosynthesis I	Cicer arietinum	XP_004496722.1
6839450	cysteine biosynthesis I	Cicer arietinum	XP_004495780.1
6839450	cysteine biosynthesis I	Cicer arietinum	XP_004491499.1
6839450	cysteine biosynthesis I	Cicer arietinum	XP_004510733.1
6839450	cysteine biosynthesis I	Cicer arietinum	XP_004505148.1
6839450	cysteine biosynthesis I	Cicer arietinum	XP_004511361.1
6855850	PRPP biosynthesis I	Arachis ipaensis	Araip.H0E72
6855850	PRPP biosynthesis I	Arachis ipaensis	Araip.X4PFH
6855850	PRPP biosynthesis I	Arachis ipaensis	Araip.8QP1N
6855850	PRPP biosynthesis I	Arachis ipaensis	Araip.24XA5
6889095	salicylate biosynthesis	Glycine max	Glyma.20G32135
6889095	salicylate biosynthesis	Glycine max	Glyma.02G47940
6889095	salicylate biosynthesis	Glycine max	Glyma.19G36620
6889095	salicylate biosynthesis	Glycine max	Glyma.10G35381
6889095	salicylate biosynthesis	Glycine max	Glyma.10G06600
6889095	salicylate biosynthesis	Glycine max	Glyma.03G33890
6889095	salicylate biosynthesis	Glycine max	Glyma.13G20800
6889095	salicylate biosynthesis	Glycine max	Glyma.03G33880
6852054	asparagine degradation I	Arachis duranensis	Aradu.W80F3
6852054	asparagine degradation I	Arachis duranensis	Aradu.X1Y61
6852054	asparagine degradation I	Arachis duranensis	Aradu.2W3AB
6852054	asparagine degradation I	Arachis duranensis	Aradu.GKD3R
6852054	asparagine degradation I	Arachis duranensis	Aradu.149WS
6860267	canavanine biosynthesis	Phaseolus vulgaris	Phvul.009G036600
6860267	canavanine biosynthesis	Phaseolus vulgaris	Phvul.009G059600
6860267	canavanine biosynthesis	Phaseolus vulgaris	Phvul.002G296600
6860267	canavanine biosynthesis	Phaseolus vulgaris	Phvul.008G270600
6860267	canavanine biosynthesis	Phaseolus vulgaris	Phvul.003G209800
6860298	glutathione redox reactions II	Phaseolus vulgaris	Phvul.004G083600
6855831	linear furanocoumarin biosynthesis	Arachis ipaensis	Araip.7H6FH
6855831	linear furanocoumarin biosynthesis	Arachis ipaensis	Araip.QA4T6
6855831	linear furanocoumarin biosynthesis	Arachis ipaensis	Araip.M3EG0
6855831	linear furanocoumarin biosynthesis	Arachis ipaensis	Araip.9U7K5
6855882	resveratrol biosynthesis	Arachis ipaensis	Araip.JD11C
6860238	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	Phaseolus vulgaris	Phvul.002G049000
6860238	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	Phaseolus vulgaris	Phvul.004G170700
6860238	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	Phaseolus vulgaris	Phvul.007G052000
6852039	peptidoglycan biosynthesis I	Arachis duranensis	Aradu.36IF7
6852039	peptidoglycan biosynthesis I	Arachis duranensis	Aradu.33LQY
6852039	peptidoglycan biosynthesis I	Arachis duranensis	Aradu.38GWR
6852039	peptidoglycan biosynthesis I	Arachis duranensis	Aradu.V1H1X
6852039	peptidoglycan biosynthesis I	Arachis duranensis	Aradu.ELK9H
6839453	linear furanocoumarin biosynthesis	Cicer arietinum	XP_004485444.1
6839453	linear furanocoumarin biosynthesis	Cicer arietinum	XP_004504820.1
6839453	linear furanocoumarin biosynthesis	Cicer arietinum	XP_004485446.1
6839453	linear furanocoumarin biosynthesis	Cicer arietinum	XP_004485445.1
6839453	linear furanocoumarin biosynthesis	Cicer arietinum	XP_004492587.1
6839453	linear furanocoumarin biosynthesis	Cicer arietinum	XP_004492589.1
6839453	linear furanocoumarin biosynthesis	Cicer arietinum	XP_004492588.1
6839453	linear furanocoumarin biosynthesis	Cicer arietinum	XP_004492586.1
6839453	linear furanocoumarin biosynthesis	Cicer arietinum	XP_004514151.1
6855774	CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)	Arachis ipaensis	Araip.JTN8C
6855774	CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)	Arachis ipaensis	Araip.SR92D
6855774	CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)	Arachis ipaensis	Araip.4XH4K
6839505	resveratrol biosynthesis	Cicer arietinum	XP_004502226.1
6839505	resveratrol biosynthesis	Cicer arietinum	XP_004504355.1
6839505	resveratrol biosynthesis	Cicer arietinum	XP_004493096.1
6839505	resveratrol biosynthesis	Cicer arietinum	XP_004511429.1
6851900	glycolipid desaturation	Arachis duranensis	Aradu.UT0N9
6851900	glycolipid desaturation	Arachis duranensis	Aradu.G1YNF
6851900	glycolipid desaturation	Arachis duranensis	Aradu.8GP5U
6851900	glycolipid desaturation	Arachis duranensis	Aradu.AV1HQ
6851900	glycolipid desaturation	Arachis duranensis	Aradu.7W39T
6852020	cellulose biosynthesis	Arachis duranensis	Aradu.SCP3X
6852020	cellulose biosynthesis	Arachis duranensis	Aradu.36EYN
6852020	cellulose biosynthesis	Arachis duranensis	Aradu.IW3DF
6852020	cellulose biosynthesis	Arachis duranensis	Aradu.YDW81
6852020	cellulose biosynthesis	Arachis duranensis	Aradu.B8U1W
6852020	cellulose biosynthesis	Arachis duranensis	Aradu.KU7WP
6852020	cellulose biosynthesis	Arachis duranensis	Aradu.LXW3J
6852020	cellulose biosynthesis	Arachis duranensis	Aradu.GKF95
6852020	cellulose biosynthesis	Arachis duranensis	Aradu.A050J
6852020	cellulose biosynthesis	Arachis duranensis	Aradu.8D5LI
6855889	Calvin cycle	Arachis ipaensis	Araip.50KT8
6855889	Calvin cycle	Arachis ipaensis	Araip.X8GX1
6855889	Calvin cycle	Arachis ipaensis	Araip.AR1NP
6855889	Calvin cycle	Arachis ipaensis	Araip.QYZ6U
6855889	Calvin cycle	Arachis ipaensis	Araip.805EH
6855889	Calvin cycle	Arachis ipaensis	Araip.D7597
6855889	Calvin cycle	Arachis ipaensis	Araip.J7KW7
6855889	Calvin cycle	Arachis ipaensis	Araip.XS0WA
6855889	Calvin cycle	Arachis ipaensis	Araip.5H15X
6855889	Calvin cycle	Arachis ipaensis	Araip.116MM
6855889	Calvin cycle	Arachis ipaensis	Araip.GTW9X
6855889	Calvin cycle	Arachis ipaensis	Araip.4E8PI
6855889	Calvin cycle	Arachis ipaensis	Araip.P5P82
6855889	Calvin cycle	Arachis ipaensis	Araip.U6VQA
6855889	Calvin cycle	Arachis ipaensis	Araip.8L7QK
6855889	Calvin cycle	Arachis ipaensis	Araip.6H8MY
6855889	Calvin cycle	Arachis ipaensis	Araip.P4F2X
6855889	Calvin cycle	Arachis ipaensis	Araip.F5HRN
6855889	Calvin cycle	Arachis ipaensis	Araip.Q1PLZ
6834336	wighteone and luteone biosynthesis	Cajanus cajan	C.cajan_16869
6860230	sulfate activation for sulfonation	Phaseolus vulgaris	Phvul.004G045400
6860230	sulfate activation for sulfonation	Phaseolus vulgaris	Phvul.007G062900
6855863	medicarpin biosynthesis	Arachis ipaensis	Araip.J1HT6
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.SI5FX
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.P87L9
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.UAK9J
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.43XHM
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.FB29M
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.I1NK2
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.DRA2Q
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.6G3IU
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.U6ER1
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.VD0Z2
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.JKM82
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.QBG6Y
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.K9ABC
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.VES4J
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.35C4F
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.Z6T03
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.42MZK
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.RF30U
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.3FA1A
6855897	Brassinosteroid signaling	Arachis ipaensis	Araip.WT200
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.2g032100
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.4g129820
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.3g101500
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.5g011940
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.5g021770
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.0354s0040
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.2g096660
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.4g024600
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.4g102270
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.8g089180
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.0034s0060
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.5g021760
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.2g073240
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.4g063600
6882658	GDP-D-rhamnose biosynthesis	Medicago truncatula	Medtr.3g084090
6855888	tetrapyrrole biosynthesis I	Arachis ipaensis	Araip.W01F9
6855888	tetrapyrrole biosynthesis I	Arachis ipaensis	Araip.UF36S
6855888	tetrapyrrole biosynthesis I	Arachis ipaensis	Araip.S6NXI
6855888	tetrapyrrole biosynthesis I	Arachis ipaensis	Araip.78UAV
6855888	tetrapyrrole biosynthesis I	Arachis ipaensis	Araip.Q2NMF
6889066	threonine biosynthesis from homoserine	Glycine max	Glyma.17G05980
6889066	threonine biosynthesis from homoserine	Glycine max	Glyma.13G42270
6889066	threonine biosynthesis from homoserine	Glycine max	Glyma.15G03120
6889066	threonine biosynthesis from homoserine	Glycine max	Glyma.14G00340
6855770	pyridoxamine anabolism	Arachis ipaensis	Araip.L1JCR
6882682	coumarin biosynthesis (via 2-coumarate)	Medicago truncatula	Medtr.0110s0030
6882682	coumarin biosynthesis (via 2-coumarate)	Medicago truncatula	Medtr.0110s0040
6834261	sterol biosynthesis	Cajanus cajan	C.cajan_18847
6834261	sterol biosynthesis	Cajanus cajan	C.cajan_20937
6834261	sterol biosynthesis	Cajanus cajan	C.cajan_47223
6834261	sterol biosynthesis	Cajanus cajan	C.cajan_08156
6834261	sterol biosynthesis	Cajanus cajan	C.cajan_08520
6834261	sterol biosynthesis	Cajanus cajan	C.cajan_06269
6834261	sterol biosynthesis	Cajanus cajan	C.cajan_36122
6834261	sterol biosynthesis	Cajanus cajan	C.cajan_32876
6834261	sterol biosynthesis	Cajanus cajan	C.cajan_15340
6834261	sterol biosynthesis	Cajanus cajan	C.cajan_39645
6860389	Salicylic acid signaling	Phaseolus vulgaris	Phvul.006G197300
6860389	Salicylic acid signaling	Phaseolus vulgaris	Phvul.005G124100
6860389	Salicylic acid signaling	Phaseolus vulgaris	Phvul.006G197400
6860389	Salicylic acid signaling	Phaseolus vulgaris	Phvul.001G249300
6860389	Salicylic acid signaling	Phaseolus vulgaris	Phvul.010G127400
6860389	Salicylic acid signaling	Phaseolus vulgaris	Phvul.003G129200
