Glyma.U026800	21.589	27.581	17.577	17.967	11.432	12.124	11.894	23.006	11.306	10.889	7.468	5.460	43.305	10.268
Glyma.U038000	25.907	50.148	30.132	48.767	28.580	42.432	27.752	30.675	26.380	10.889	17.426	13.651	55.334	24.643
Glyma.U038200	0.000	5.015	0.000	2.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.464	8.214
Glyma.U038300	12.953	17.552	15.066	23.100	28.580	6.062	15.858	30.675	22.611	10.889	9.958	2.730	21.652	30.803
Glyma.U038500	23.748	20.059	27.621	51.333	54.301	96.989	31.716	11.503	18.843	10.889	7.468	2.730	38.493	10.268
Glyma.U038700	2.159	5.015	2.511	5.133	2.858	0.000	0.000	3.834	3.769	5.445	2.489	2.730	19.246	4.107
Glyma.U038800	25.907	25.074	17.577	12.833	5.716	18.185	11.894	11.503	15.074	5.445	14.937	2.730	7.217	6.161
Glyma.U038900	2.159	2.507	2.511	2.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.029	2.054
Glyma.U039100	0.000	12.537	0.000	0.000	5.716	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.217	36.964
Glyma.U039200	0.000	2.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.489	0.000	7.217	0.000
Glyma.09G286400	2.159	0.000	0.000	0.000	2.858	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.054
Glyma.09G286300	2.159	2.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.09G286200	75.561	30.089	32.643	33.367	31.437	18.185	19.823	23.006	30.148	10.889	7.468	5.460	4.812	4.107
Glyma.09G286100	4.318	2.507	2.511	0.000	2.858	0.000	3.965	3.834	3.769	0.000	2.489	2.730	2.406	2.054
Glyma.09G286000	32.383	12.537	15.066	7.700	11.432	18.185	11.894	19.172	15.074	5.445	9.958	2.730	7.217	6.161
Glyma.09G285900	0.000	7.522	2.511	2.567	5.716	12.124	11.894	11.503	11.306	5.445	7.468	8.191	72.174	314.195
Glyma.09G285800	45.336	47.641	55.242	51.333	48.585	60.618	51.539	57.516	30.148	21.779	12.447	8.191	36.087	41.071
Glyma.09G285700	179.187	107.818	178.282	141.167	177.193	6.062	11.894	46.013	165.814	245.010	221.560	234.795	0.000	2.054
Glyma.09G285600	10.794	12.537	17.577	17.967	8.574	0.000	7.929	11.503	7.537	5.445	2.489	2.730	19.246	4.107
Glyma.09G285500	8.636	5.015	7.533	5.133	2.858	6.062	7.929	19.172	3.769	5.445	2.489	2.730	4.812	2.054
Glyma.09G285400	84.196	60.178	125.551	179.667	262.932	121.236	206.157	95.860	143.203	130.672	79.662	60.064	117.885	127.321
Glyma.09G285300	6.477	7.522	5.022	5.133	2.858	6.062	7.929	3.834	3.769	5.445	4.979	2.730	4.812	4.107
Glyma.09G285200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.06G253100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.769	5.445	2.489	0.000	0.000	0.000
Glyma.U001900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.06G251600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.06G278300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.06G278400	0.000	7.522	0.000	0.000	2.858	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.06G278500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.06G278600	0.000	2.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.06G278700	0.000	5.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.06G278800	0.000	2.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.06G279000	0.000	0.000	0.000	2.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.06G278200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.U036600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.U036200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.10G072900	75.561	52.655	40.176	48.767	42.869	6.062	3.965	7.669	3.769	0.000	0.000	0.000	2.406	4.107
Glyma.10G073000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.04G116100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.16G065600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.14G088700	2.159	10.030	5.022	5.133	8.574	12.124	3.965	3.834	3.769	5.445	2.489	0.000	4.812	2.054
Glyma.14G088800	10.794	5.015	10.044	15.400	2.858	12.124	15.858	7.669	11.306	5.445	7.468	2.730	7.217	8.214
Glyma.14G088900	21.589	52.655	12.555	17.967	54.301	6.062	3.965	7.669	15.074	10.889	7.468	10.921	28.870	12.321
Glyma.14G089000	66.925	100.296	80.353	43.633	60.017	36.371	31.716	19.172	11.306	10.889	4.979	2.730	24.058	10.268
Glyma.U045500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.U045100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.U044800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.18G088200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.18G088300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.14G160300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.11G209200	231.000	147.936	303.833	254.100	182.909	618.302	384.562	383.441	218.573	179.674	144.387	106.477	247.798	164.285
Glyma.11G209100	88.514	125.370	100.441	112.933	131.466	78.803	91.185	92.026	45.222	59.891	37.342	21.841	252.610	53.393
Glyma.01G000300	4.318	5.015	5.022	2.567	0.000	0.000	3.965	7.669	0.000	5.445	2.489	5.460	2.406	0.000
Glyma.01G000500	10.794	5.015	5.022	10.267	8.574	0.000	7.929	3.834	7.537	5.445	7.468	5.460	2.406	2.054
Glyma.01G000900	6.477	10.030	7.533	10.267	5.716	12.124	11.894	11.503	7.537	5.445	4.979	2.730	12.029	4.107
Glyma.01G001000	32.383	40.118	25.110	33.367	25.722	18.185	31.716	26.841	22.611	27.223	19.916	10.921	40.899	22.589
Glyma.01G001100	43.178	20.059	22.599	28.233	31.437	12.124	11.894	11.503	22.611	10.889	9.958	5.460	14.435	6.161
Glyma.01G001200	19.430	7.522	12.555	12.833	2.858	12.124	15.858	15.338	11.306	5.445	2.489	2.730	7.217	2.054
Glyma.01G001300	45.336	55.163	57.753	64.167	62.875	42.432	71.362	72.854	48.991	38.113	29.873	16.381	38.493	24.643
Glyma.01G001400	0.000	0.000	2.511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G001500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.493	0.000
Glyma.01G001600	4.318	2.507	2.511	5.133	2.858	0.000	3.965	3.834	0.000	0.000	2.489	0.000	2.406	2.054
Glyma.01G001700	6.477	7.522	5.022	2.567	5.716	12.124	11.894	3.834	3.769	0.000	2.489	2.730	4.812	0.000
Glyma.01G001900	0.000	30.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G002000	2.159	17.552	2.511	2.567	0.000	24.247	27.752	11.503	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G002100	10.794	20.059	15.066	17.967	25.722	6.062	7.929	11.503	7.537	5.445	4.979	5.460	16.841	4.107
Glyma.01G002200	10.794	22.567	10.044	7.700	8.574	12.124	7.929	3.834	7.537	0.000	2.489	2.730	12.029	2.054
Glyma.01G002300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.029	0.000
Glyma.01G002600	58.290	32.596	60.264	43.633	51.443	36.371	83.256	107.364	56.528	27.223	19.916	13.651	31.275	108.839
Glyma.01G002700	28.065	22.567	15.066	20.533	25.722	12.124	11.894	7.669	3.769	5.445	9.958	2.730	9.623	8.214
Glyma.01G002800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G002900	21.589	5.015	7.533	12.833	8.574	0.000	3.965	7.669	3.769	10.889	2.489	5.460	0.000	0.000
Glyma.01G003000	28.065	2.507	7.533	15.400	5.716	0.000	0.000	0.000	0.000	0.000	0.000	0.000	16.841	4.107
Glyma.01G003100	10.794	7.522	17.577	7.700	5.716	12.124	7.929	11.503	7.537	10.889	4.979	0.000	9.623	6.161
Glyma.01G003300	0.000	2.507	0.000	0.000	2.858	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.406	2.054
Glyma.01G003400	12.953	2.507	7.533	5.133	2.858	6.062	3.965	0.000	3.769	0.000	2.489	2.730	0.000	0.000
Glyma.01G003500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G003600	4.318	5.015	10.044	10.267	2.858	12.124	11.894	11.503	15.074	5.445	9.958	2.730	4.812	4.107
Glyma.01G003700	34.542	40.118	35.154	53.900	25.722	66.680	111.008	76.688	131.898	70.781	104.556	35.492	40.899	22.589
Glyma.01G003800	17.271	12.537	15.066	17.967	11.432	18.185	19.823	26.841	7.537	5.445	4.979	2.730	12.029	10.268
Glyma.01G003900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G004000	0.000	17.552	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.812	0.000
Glyma.01G004100	2.159	5.015	2.511	2.567	5.716	0.000	3.965	0.000	3.769	5.445	4.979	2.730	12.029	6.161
Glyma.01G004200	0.000	15.044	0.000	0.000	2.858	0.000	3.965	7.669	3.769	5.445	4.979	5.460	2.406	4.107
Glyma.01G004300	295.766	240.710	381.675	346.500	331.522	406.139	451.959	444.792	226.110	266.789	241.476	182.922	305.537	291.606
Glyma.01G004400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.834	0.000	0.000	2.489	0.000	0.000	0.000
Glyma.01G004600	12.953	57.670	27.621	17.967	20.006	24.247	27.752	38.344	22.611	21.779	12.447	13.651	52.928	24.643
Glyma.01G004700	6.477	5.015	5.022	5.133	2.858	6.062	3.965	3.834	3.769	5.445	2.489	0.000	4.812	2.054
Glyma.01G004800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.812	2.054
Glyma.01G005000	77.720	193.070	213.436	159.133	165.761	169.730	103.078	95.860	79.139	49.002	39.831	30.032	50.522	160.178
Glyma.01G005100	0.000	57.670	2.511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.107
Glyma.01G005200	0.000	2.507	5.022	2.567	2.858	6.062	7.929	3.834	3.769	5.445	4.979	2.730	0.000	2.054
Glyma.01G005300	25.907	25.074	32.643	23.100	17.148	24.247	27.752	15.338	22.611	21.779	19.916	13.651	43.305	30.803
Glyma.01G005400	2.159	5.015	2.511	7.700	14.290	6.062	0.000	3.834	7.537	5.445	2.489	2.730	12.029	18.482
Glyma.01G005500	0.000	0.000	2.511	2.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.812	0.000
Glyma.01G005600	8.636	2.507	10.044	12.833	17.148	6.062	7.929	3.834	7.537	5.445	4.979	2.730	2.406	0.000
Glyma.01G005700	2.159	0.000	0.000	0.000	0.000	12.124	3.965	0.000	0.000	0.000	0.000	2.730	0.000	0.000
Glyma.01G005800	0.000	0.000	0.000	0.000	2.858	0.000	3.965	0.000	3.769	0.000	0.000	0.000	4.812	2.054
Glyma.01G005900	0.000	2.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G006000	6.477	160.473	7.533	30.800	42.869	36.371	23.787	26.841	33.917	16.334	12.447	2.730	2.406	2.054
Glyma.01G006100	15.112	22.567	12.555	10.267	11.432	12.124	7.929	15.338	11.306	5.445	9.958	8.191	7.217	12.321
Glyma.01G006300	73.402	358.558	406.785	187.367	220.062	454.634	225.980	383.441	335.397	272.233	139.409	125.588	209.305	170.446
Glyma.01G006400	19.430	17.552	22.599	20.533	8.574	24.247	23.787	19.172	18.843	16.334	14.937	8.191	26.464	14.375
Glyma.01G006600	2.159	7.522	2.511	5.133	2.858	6.062	3.965	3.834	3.769	5.445	2.489	0.000	4.812	2.054
Glyma.01G006700	6.477	15.044	10.044	7.700	2.858	6.062	11.894	7.669	26.380	38.113	17.426	8.191	26.464	20.536
Glyma.01G006800	2.159	2.507	2.511	2.567	0.000	6.062	3.965	3.834	3.769	5.445	2.489	0.000	21.652	6.161
Glyma.01G006900	60.449	100.296	90.397	110.367	91.454	90.927	170.476	126.536	165.814	125.227	119.493	84.635	120.290	114.999
Glyma.01G007000	2.159	7.522	5.022	10.267	5.716	6.062	7.929	3.834	3.769	5.445	4.979	0.000	0.000	6.161
Glyma.01G007100	0.000	27.581	17.577	15.400	25.722	36.371	51.539	38.344	67.833	59.891	34.852	27.302	21.652	0.000
Glyma.01G007200	15.112	20.059	22.599	20.533	20.006	12.124	11.894	19.172	30.148	43.557	32.363	24.572	38.493	20.536
Glyma.01G007300	0.000	0.000	2.511	0.000	0.000	0.000	0.000	0.000	3.769	0.000	0.000	0.000	31.275	2.054
Glyma.01G007400	2.159	2.507	2.511	2.567	2.858	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.812	2.054
Glyma.01G007500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G007700	19.430	25.074	22.599	23.100	42.869	30.309	43.610	26.841	45.222	21.779	17.426	16.381	38.493	78.035
Glyma.01G007800	45.336	12.537	17.577	20.533	2.858	24.247	15.858	23.006	7.537	5.445	2.489	0.000	12.029	4.107
Glyma.01G007900	0.000	5.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G008000	15.112	17.552	17.577	12.833	20.006	24.247	19.823	19.172	26.380	21.779	32.363	8.191	14.435	24.643
Glyma.01G008100	0.000	5.015	0.000	0.000	2.858	0.000	0.000	0.000	0.000	0.000	2.489	0.000	2.406	0.000
Glyma.01G008200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.406	0.000
Glyma.01G008400	4.318	17.552	10.044	15.400	11.432	6.062	7.929	7.669	11.306	10.889	12.447	5.460	16.841	10.268
Glyma.01G008500	30.224	205.607	150.661	225.867	202.915	42.432	67.397	69.019	26.380	16.334	9.958	5.460	255.016	51.339
Glyma.01G008600	99.308	100.296	128.062	130.900	137.182	54.556	107.043	107.364	128.129	87.115	84.641	62.794	132.319	108.839
Glyma.01G008700	0.000	7.522	2.511	2.567	0.000	6.062	3.965	0.000	3.769	0.000	0.000	0.000	2.406	78.035
Glyma.01G008800	28.065	42.626	40.176	38.500	25.722	48.494	43.610	42.179	30.148	21.779	24.894	10.921	52.928	41.071
Glyma.01G008900	6.477	7.522	7.533	7.700	5.716	6.062	7.929	3.834	3.769	5.445	2.489	2.730	9.623	4.107
Glyma.01G009000	0.000	10.030	2.511	7.700	8.574	6.062	3.965	11.503	3.769	0.000	2.489	0.000	12.029	0.000
Glyma.01G009200	77.720	75.222	75.331	151.433	200.057	30.309	15.858	3.834	3.769	5.445	2.489	0.000	69.768	6.161
Glyma.01G009300	30.224	25.074	30.132	33.367	25.722	36.371	55.504	92.026	60.296	38.113	39.831	10.921	28.870	16.428
Glyma.01G009400	2.159	10.030	5.022	5.133	11.432	6.062	3.965	0.000	3.769	0.000	4.979	2.730	7.217	10.268
Glyma.01G009600	2.159	5.015	5.022	2.567	2.858	30.309	7.929	3.834	3.769	0.000	2.489	0.000	12.029	59.553
Glyma.01G009700	127.374	102.803	208.414	151.433	134.324	175.792	158.582	210.893	120.592	81.670	37.342	10.921	96.232	236.160
Glyma.01G009800	32.383	15.044	15.066	15.400	20.006	103.050	31.716	19.172	15.074	10.889	4.979	5.460	16.841	24.643
Glyma.01G009900	6.477	12.537	7.533	7.700	11.432	0.000	7.929	3.834	3.769	5.445	2.489	2.730	4.812	2.054
Glyma.01G010000	10.794	5.015	7.533	7.700	5.716	6.062	7.929	7.669	3.769	0.000	2.489	0.000	4.812	4.107
Glyma.01G010100	4.318	2.507	2.511	2.567	5.716	6.062	7.929	7.669	3.769	5.445	2.489	0.000	12.029	18.482
Glyma.01G010200	202.934	52.655	75.331	105.233	120.034	12.124	11.894	23.006	26.380	27.223	9.958	8.191	0.000	0.000
Glyma.01G010300	38.860	27.581	40.176	61.600	71.449	60.618	47.575	15.338	22.611	21.779	12.447	5.460	48.116	8.214
Glyma.01G010400	34.542	27.581	45.198	35.933	17.148	24.247	35.681	30.675	67.833	38.113	32.363	21.841	28.870	32.857
Glyma.01G010500	2.159	10.030	2.511	5.133	14.290	12.124	7.929	3.834	7.537	5.445	2.489	2.730	2.406	4.107
Glyma.01G010600	207.252	77.729	102.952	118.067	74.307	84.865	150.653	141.873	109.287	114.338	79.662	38.222	50.522	34.911
Glyma.01G010700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.406	0.000
Glyma.01G010900	10.794	10.030	7.533	10.267	11.432	12.124	7.929	3.834	11.306	16.334	14.937	19.111	31.275	16.428
Glyma.01G011000	10.794	62.685	17.577	17.967	14.290	6.062	7.929	7.669	3.769	5.445	0.000	0.000	21.652	0.000
Glyma.01G011100	21.589	27.581	25.110	30.800	22.864	24.247	31.716	26.841	18.843	16.334	12.447	8.191	31.275	20.536
Glyma.01G011200	17.271	27.581	27.621	30.800	20.006	48.494	23.787	23.006	15.074	10.889	12.447	8.191	14.435	4.107
Glyma.01G011300	8.636	5.015	5.022	7.700	5.716	0.000	0.000	0.000	0.000	0.000	0.000	2.730	0.000	0.000
Glyma.01G011500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G011600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G011800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G011900	0.000	12.537	10.044	7.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.812	0.000
Glyma.01G012000	0.000	0.000	0.000	2.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G012100	0.000	15.044	5.022	5.133	5.716	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G012200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.406	0.000
Glyma.01G012300	10.794	10.030	5.022	5.133	8.574	18.185	7.929	11.503	3.769	0.000	2.489	0.000	9.623	0.000
Glyma.01G012500	19.430	30.089	27.621	25.667	17.148	36.371	31.716	38.344	33.917	27.223	32.363	24.572	67.363	43.125
Glyma.01G012800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G013100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.406	0.000
Glyma.01G013200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14.435	0.000
Glyma.01G013300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.834	0.000	0.000	0.000	0.000	24.058	0.000
Glyma.01G013500	6.477	2.507	5.022	5.133	8.574	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G013700	8.636	12.537	10.044	10.267	8.574	18.185	11.894	11.503	11.306	5.445	7.468	2.730	9.623	10.268
Glyma.01G013800	17.271	15.044	20.088	12.833	5.716	24.247	19.823	19.172	11.306	5.445	9.958	5.460	12.029	12.321
Glyma.01G013900	2.159	112.833	2.511	2.567	2.858	18.185	15.858	15.338	22.611	16.334	12.447	10.921	21.652	0.000
Glyma.01G014000	0.000	2.507	5.022	10.267	11.432	12.124	11.894	11.503	7.537	5.445	4.979	2.730	7.217	2.054
Glyma.01G014100	2.159	2.507	2.511	0.000	0.000	0.000	3.965	11.503	3.769	0.000	0.000	2.730	7.217	0.000
Glyma.01G014300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G014400	17.271	10.030	5.022	7.700	8.574	6.062	11.894	11.503	7.537	5.445	9.958	5.460	7.217	6.161
Glyma.01G014500	12.953	12.537	15.066	15.400	11.432	12.124	15.858	15.338	15.074	5.445	7.468	5.460	16.841	12.321
Glyma.01G014600	32.383	10.030	22.599	15.400	8.574	24.247	35.681	42.179	26.380	10.889	12.447	5.460	0.000	0.000
Glyma.01G014700	12.953	10.030	5.022	12.833	20.006	6.062	11.894	15.338	11.306	10.889	7.468	2.730	9.623	4.107
Glyma.01G014900	19.430	10.030	10.044	5.133	5.716	6.062	3.965	11.503	7.537	5.445	7.468	2.730	4.812	6.161
Glyma.01G015000	21.589	40.118	27.621	20.533	20.006	72.741	31.716	30.675	18.843	16.334	17.426	10.921	31.275	12.321
Glyma.01G015100	116.579	67.700	75.331	92.400	165.761	42.432	79.291	107.364	90.444	65.336	42.320	32.762	45.710	57.500
Glyma.01G015200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G015300	4.318	12.537	15.066	10.267	14.290	18.185	15.858	7.669	7.537	10.889	12.447	5.460	14.435	10.268
Glyma.01G015400	105.785	37.611	100.441	82.133	142.898	24.247	79.291	69.019	105.518	70.781	54.768	49.143	98.638	10.268
Glyma.01G015500	19.430	30.089	25.110	35.933	17.148	30.309	27.752	34.510	30.148	21.779	22.405	16.381	31.275	14.375
Glyma.01G015600	2.159	10.030	5.022	5.133	5.716	6.062	3.965	11.503	7.537	5.445	7.468	5.460	9.623	6.161
Glyma.01G015700	8.636	12.537	7.533	2.567	2.858	12.124	7.929	3.834	3.769	5.445	2.489	0.000	2.406	0.000
Glyma.01G015800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G015900	8.636	15.044	10.044	12.833	8.574	6.062	3.965	3.834	7.537	5.445	7.468	5.460	14.435	6.161
Glyma.01G016000	2.159	2.507	0.000	0.000	2.858	0.000	0.000	3.834	0.000	0.000	0.000	0.000	2.406	0.000
Glyma.01G016400	2.159	5.015	2.511	2.567	5.716	18.185	11.894	3.834	3.769	0.000	2.489	2.730	7.217	2.054
Glyma.01G016500	10.794	27.581	15.066	15.400	20.006	24.247	43.610	42.179	30.148	27.223	7.468	2.730	0.000	0.000
Glyma.01G016600	0.000	2.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.406	0.000
Glyma.01G016700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G016800	21.589	42.626	20.088	20.533	31.437	42.432	15.858	11.503	15.074	10.889	4.979	2.730	26.464	6.161
Glyma.01G016900	17.271	17.552	15.066	15.400	5.716	18.185	15.858	15.338	18.843	10.889	17.426	16.381	16.841	8.214
Glyma.01G017000	25.907	62.685	35.154	35.933	20.006	12.124	7.929	11.503	26.380	21.779	29.873	24.572	33.681	18.482
